Work Item Type,Title,Description,Acceptance Criteria,Priority,Story Points,Iteration Path,Area Path,Tags,State,Parent
Feature,RF-1502 · Reglas de seguridad de backend y atestación de app (App Check / Play Integrity),<p>Reglas de seguridad de backend y atestación de app (App Check / Play Integrity)</p><p>Historias: EN-1502</p>,,1,,Outfit,Outfit,RF; Fase 1; EP-15,New,
Feature,RF-1503 · Retención automática y borrado de imágenes de captura,<p>Retención automática y borrado de imágenes de captura</p><p>Historias: EN-1505</p>,,1,,Outfit,Outfit,RF; Fase 2; EP-15,New,
Feature,RF-1504 · Log de auditoría append-only de toda acción administrativa,<p>Log de auditoría append-only de toda acción administrativa</p><p>Historias: EN-1801</p>,,1,,Outfit,Outfit,RF; Fase 2; EP-15,New,
Feature,RF-1505 · Consulta y exportación del log de auditoría por el admin del tenant,<p>Consulta y exportación del log de auditoría por el admin del tenant</p><p>Historias: US-1802</p>,,1,,Outfit,Outfit,RF; Fase 3; EP-15,New,
Feature,RF-1506 · Consulta global del log por el super administrador,<p>Consulta global del log por el super administrador</p><p>Historias: US-1803</p>,,1,,Outfit,Outfit,RF; Fase 3; EP-15,New,
Feature,RF-1507 · Integridad del log verificable (encadenamiento por hash) y retención mínima 1 año,<p>Integridad del log verificable (encadenamiento por hash) y retención mínima 1 año</p><p>Historias: EN-1804</p>,,1,,Outfit,Outfit,RF; Fase 3; EP-15,New,
Feature,RF-1508 · Cifrado en reposo de datos sensibles con bóveda de claves gestionada,<p>Cifrado en reposo de datos sensibles con bóveda de claves gestionada</p><p>Historias: EN-1513</p>,,1,,Outfit,Outfit,RF; Fase 2; EP-15,New,
Feature,RF-1509 · Prueba de penetración con remediación antes de producción SaaS,<p>Prueba de penetración con remediación antes de producción SaaS</p><p>Historias: EN-1507</p>,,1,,Outfit,Outfit,RF; Fase 3; EP-15,New,
Feature,"RF-1510 · Backup, restauración y simulacro de recuperación verificado","<p>Backup, restauración y simulacro de recuperación verificado</p><p>Historias: EN-1508</p>",,1,,Outfit,Outfit,RF; Fase 3; EP-15,New,
Feature,RF-1511 · Auditoría final de privacidad y accesibilidad,<p>Auditoría final de privacidad y accesibilidad</p><p>Historias: EN-1509</p>,,1,,Outfit,Outfit,RF; Fase 3; EP-15,New,
Feature,RF-1601 · Crear y aprovisionar empresas (tenants) con plan inicial,<p>Crear y aprovisionar empresas (tenants) con plan inicial</p><p>Historias: US-1701</p>,,1,,Outfit,Outfit,RF; Fase 3; EP-17,New,
Feature,"RF-1602 · Suspender, reactivar y eliminar tenant respetando retención contractual","<p>Suspender, reactivar y eliminar tenant respetando retención contractual</p><p>Historias: US-1702</p>",,1,,Outfit,Outfit,RF; Fase 3; EP-17,New,
Feature,"RF-1603 · Editor de tema visual por tenant (colores, tipografía, radios, densidad, logo) con validación WCAG AA automática","<p>Editor de tema visual por tenant (colores, tipografía, radios, densidad, logo) con validación WCAG AA automática</p><p>Historias: US-1703</p>",,1,,Outfit,Outfit,RF; Fase 3; EP-17,New,
Feature,"RF-1604 · Editor de animaciones y micro-interacciones por tenant, respetando prefers-reduced-motion","<p>Editor de animaciones y micro-interacciones por tenant, respetando prefers-reduced-motion</p><p>Historias: US-1704</p>",,3,,Outfit,Outfit,RF; Fase 3; EP-17,New,
Feature,RF-1605 · Catálogo de funcionalidades activables por tenant y por plan,<p>Catálogo de funcionalidades activables por tenant y por plan</p><p>Historias: US-1705</p>,,1,,Outfit,Outfit,RF; Fase 3; EP-17,New,
Feature,"RF-1606 · Panel de salud, uso y consumo por tenant (IA, almacenamiento, ancho de banda)","<p>Panel de salud, uso y consumo por tenant (IA, almacenamiento, ancho de banda)</p><p>Historias: US-1706, EN-1606</p>",,1,,Outfit,Outfit,RF; Fase 3; EP-17,New,
Feature,RF-1607 · Impersonación segura con doble control y auditoría,<p>Impersonación segura con doble control y auditoría</p><p>Historias: US-1707</p>,,2,,Outfit,Outfit,RF; Fase 3; EP-17,New,
Feature,"RF-1608 · Planes, prueba gratuita, límites y facturación","<p>Planes, prueba gratuita, límites y facturación</p><p>Historias: US-1603, US-1604</p>",,1,,Outfit,Outfit,RF; Fase 3; EP-17,New,
Feature,RF-1609 · Onboarding autoservicio de comercios,<p>Onboarding autoservicio de comercios</p><p>Historias: US-1605</p>,,2,,Outfit,Outfit,RF; Fase 3; EP-17,New,
Feature,"RF-1701 · Splash animado de arranque, personalizable por tenant, con degradación a estático","<p>Splash animado de arranque, personalizable por tenant, con degradación a estático</p><p>Historias: EN-1608</p>",,2,,Outfit,Outfit,RF; Fase 1; EP-19,New,
Feature,"RF-1702 · Diseño responsivo en web para escritorio, tableta y móvil","<p>Diseño responsivo en web para escritorio, tableta y móvil</p><p>Historias: EN-1901</p>",,1,,Outfit,Outfit,RF; Fase 2; EP-19,New,
Feature,RF-1703 · Design system compartido entre web y móvil generado desde tokens únicos,<p>Design system compartido entre web y móvil generado desde tokens únicos</p><p>Historias: EN-1903</p>,,1,,Outfit,Outfit,RF; Fase 2; EP-19,New,
Feature,RF-1704 · Paridad de sesión entre web y app (SSO propio),<p>Paridad de sesión entre web y app (SSO propio)</p><p>Historias: US-1905</p>,,2,,Outfit,Outfit,RF; Fase 3; EP-19,New,
Feature,"RF-1705 · Localización: es-CO primero, textos externalizados, moneda/unidades por configuración","<p>Localización: es-CO primero, textos externalizados, moneda/unidades por configuración</p><p>Historias: RNF-14</p>",,1,,Outfit,Outfit,RF; Fase 1; EP-19,New,
Feature,"RF-1706 · Accesibilidad AA en flujos críticos, móvil y web","<p>Accesibilidad AA en flujos críticos, móvil y web</p><p>Historias: EN-1503</p>",,1,,Outfit,Outfit,RF; Fase 1; EP-19,New,
Feature,RF-1707 · Feature flags y despliegue progresivo con kill switch,<p>Feature flags y despliegue progresivo con kill switch</p><p>Historias: EN-0007</p>,,1,,Outfit,Outfit,RF; Fase 2; EP-19,New,
Feature,RNF-01 · Rendimiento,"<ul><li>Arranque en frío con caché, móvil gama media | p95 ≤ 3,0 s hasta primer contenido útil | Macrobenchmark en CI nocturno</li><li>Arranque en caliente | p95 ≤ 1,2 s | Macrobenchmark</li><li>API de catálogo (listado paginado) | p95 ≤ 800 ms, p99 ≤ 1,5 s | Prueba de carga k6 en preproducción</li><li>API de detalle de producto | p95 ≤ 400 ms | k6</li><li>Cálculo de talla (on-device) | p95 ≤ 150 ms | Test unitario con presupuesto</li><li>Overlay 2D (render inicial) | p95 ≤ 1,5 s desde selección de prenda | Test instrumentado</li><li>Web administrativa: LCP | ≤ 2,5 s en 4G simulada | Lighthouse CI, gate en PR</li><li>Web administrativa: INP | ≤ 200 ms | Lighthouse CI + RUM</li><li>Bloqueo del hilo principal | 0 operaciones de ML o red en el hilo de UI | Lint + StrictMode + revisión</li></ul>",,1,,Outfit,Outfit,RNF; EP-15,New,
Feature,RNF-02 · Rendimiento de AR y cámara,<ul><li>FPS en dispositivos de la matriz soportada | ≥ 24 FPS sostenidos | Test instrumentado en Firebase Test Lab</li><li>Latencia pose → render | ≤ 80 ms | Instrumentación en sesión AR</li><li>Temperatura / throttling | Degradar calidad antes de congelar o calentar en exceso | Prueba de sesión larga (10 min)</li><li>Fallback | 100% de dispositivos no compatibles caen a 2D sin error visible | Test de compatibilidad</li></ul>,,1,,Outfit,Outfit,RNF; EP-15,New,
Feature,RNF-03 · Confiabilidad,"<ul><li>Crash-free sessions (beta) | ≥ 99,5% | Crashlytics</li><li>Crash-free sessions (producción) | ≥ 99,8% | Crashlytics + gate de release</li><li>ANR rate | ≤ 0,47% (umbral de Play) | Play Vitals</li><li>Disponibilidad de API (Fase 3) | ≥ 99,5% mensual | Uptime + SLO</li><li>Idempotencia de operaciones críticas | 100% de pagos, reservas y webhooks | Test de contrato con reintento duplicado</li></ul>",,1,,Outfit,Outfit,RNF; EP-15,New,
Feature,RNF-04 · Seguridad,"<ul><li>Transporte | TLS 1.2+ obligatorio, HSTS, certificate pinning en móvil | Escaneo TLS en CI</li><li>Cifrado en reposo | AES-256 gestionado; datos corporales cifrados E2E | Revisión de arquitectura + auditoría</li><li>Contraseñas | Argon2id (o bcrypt cost ≥ 12); nunca reversible | Test unitario del encoder</li><li>Fuerza bruta | Ver [12 § 3](12-seguridad-y-privacidad.md); 0 endpoints de auth sin límite | Test de seguridad automatizado en CI</li><li>Secretos | 0 secretos en el repositorio | Gitleaks/TruffleHog, gate bloqueante</li><li>Dependencias | 0 vulnerabilidades críticas o altas sin excepción documentada | Dependabot + OWASP DC, gate bloqueante</li><li>Atestación de cliente | App Check / Play Integrity en todos los endpoints sensibles | Test de rechazo sin token</li><li>Mínimo privilegio | Cada servicio con su propia identidad y permisos mínimos | Revisión IAM por sprint</li><li>OWASP ASVS | Nivel 2 en Fase 3 | Pentest EN-1507</li><li>Aislamiento multi-tenant | 0 accesos cruzados | Suite de pruebas negativas obligatoria en CI</li></ul>",,1,,Outfit,Outfit,RNF; EP-15,New,
Feature,RNF-05 · Privacidad,"<ul><li>Minimización | Solo se recogen datos con finalidad declarada y consentida | Revisión de mapa de datos por sprint</li><li>Consentimiento | Granular, versionado, revocable, con evidencia de fecha y versión | Test de flujo + auditoría legal</li><li>Datos biométricos | Autorización previa, expresa, informada y cualificada (Ley 1581 CO + criterio SIC) | Revisión jurídica antes de Fase 2</li><li>Retención de imágenes de captura | Borrado ≤ 24 h salvo consentimiento explícito de conservación | Job diario + reporte de huérfanos</li><li>Derechos del titular | Consulta, rectificación, revocación y supresión en ≤ 15 días hábiles | Flujo probado end-to-end</li><li>Logs | 0 datos personales o corporales en logs | Redacción automática + test de log</li><li>Compartir | Activos compartidos sin medidas, ubicación ni metadatos EXIF (RN-008) | Test de sanitización</li><li>Menores | Flujos corporales bloqueados para &lt; 18 años | Test de flujo</li></ul>",,1,,Outfit,Outfit,RNF; EP-15,New,
Feature,RNF-06 · Accesibilidad,"<ul><li>Contraste de texto | ≥ 4,5:1 normal, ≥ 3:1 grande | Test automático de tokens + axe</li><li>Elementos no textuales | ≥ 3:1 | axe</li><li>Área táctil | ≥ 48 dp / 44 px | Lint de UI</li><li>Lectores de pantalla | Flujos críticos navegables con TalkBack y NVDA | Prueba manual por release + accessibility scanner en CI</li><li>Orden de foco y trampas | Sin trampas de foco; orden lógico | Test instrumentado</li><li>Texto escalable | Hasta 200% sin pérdida de función | Test de UI con escala</li><li>Movimiento | Respetar prefers-reduced-motion / animaciones reducidas del SO | Test de UI</li><li>Alternativa no visual | Toda información por color lleva ícono y texto | Revisión de diseño</li><li>Estándar | WCAG 2.1 AA en web y equivalente en móvil | Auditoría EN-1509</li></ul>",,1,,Outfit,Outfit,RNF; EP-15,New,
Feature,RNF-07 · Funcionamiento sin conexión,"<ul><li>Disponible offline | Perfil, medidas, avatar, favoritos, closet y catálogo reciente | Test instrumentado en modo avión</li><li>Escrituras offline | En cola con estado visible; sin pérdida silenciosa | Test de sincronización</li><li>Conflictos | Resolución determinista y explicable (última escritura del usuario gana en perfil) | Test unitario del resolver</li><li>Probador 2D offline | Funciona con activos ya cacheados | Test instrumentado</li></ul>",,1,,Outfit,Outfit,RNF; EP-15,New,
Feature,RNF-08 · Compatibilidad,"<ul><li>Android | minSdk 26, targetSdk vigente −0/−1 | Matriz definida en Sprint 0</li><li>Matriz de dispositivos | ≥ 8 modelos representativos (gama baja/media/alta) | Firebase Test Lab</li><li>ARCore/Depth | Habilitado por capacidad detectada, nunca asumido | Test de compatibilidad</li><li>Navegadores web | 2 últimas versiones de Chrome, Edge, Safari, Firefox | Playwright matrix</li><li>Web móvil | 360 px de ancho mínimo | Playwright viewport matrix</li><li>iOS | Fuera de alcance en Fases 1–2; evaluar en Fase 3 | ADR pendiente</li></ul>",,1,,Outfit,Outfit,RNF; EP-15,New,
Feature,RNF-09 · Observabilidad,"<ul><li>Logs | Estructurados JSON, con trace_id, tenant_id, user_ref (seudónimo) | Revisión + test de formato</li><li>Trazas | Distribuidas, con propagación entre servicios (OpenTelemetry) | Verificación en preproducción</li><li>SLO y error budget | Definidos antes de producción; alerta al 50% de consumo | EN-1506</li><li>Runbook | Toda alerta apunta a un runbook accionable | Revisión: 0 alertas sin runbook</li><li>Datos sensibles | 0 en telemetría | Test de redacción</li></ul>",,1,,Outfit,Outfit,RNF; EP-15,New,
Feature,RNF-10 · Mantenibilidad,"<ul><li>Cobertura de pruebas del dominio | ≥ 85% en módulos de negocio (sizing, tenancy, pricing, inventory) | Gate en CI</li><li>Cobertura global | ≥ 70% líneas | Gate en CI</li><li>Complejidad ciclomática | ≤ 10 por método; excepciones justificadas | Detekt / SonarQube</li><li>Deuda técnica | 0 issues bloqueantes o críticos nuevos por PR | Sonar quality gate</li><li>Contratos de API | OpenAPI versionado; verificación de cambios incompatibles | Gate en CI (AUT-05)</li><li>Migraciones | Versionadas, reversibles, validadas antes del deploy | Flyway + gate</li><li>Documentación viva | Los .md de este repositorio se actualizan en el mismo PR que el cambio | Checklist de PR</li><li>Dependencias directas | Ninguna sin dueño identificado y política de actualización | Revisión trimestral</li></ul>",,1,,Outfit,Outfit,RNF; EP-15,New,
Feature,RNF-11 · Escalabilidad,"<ul><li>Servicios de aplicación | Sin estado; escalado horizontal | Prueba de carga con 2+ réplicas</li><li>Almacenamiento de activos | Externo (object storage + CDN), nunca en el filesystem del servicio | Revisión de arquitectura</li><li>Paginación | Obligatoria por cursor en toda colección; sin LIMIT sin ORDER BY estable | Revisión de código + lint</li><li>Colas | Toda operación &gt; 2 s va a cola asíncrona | Revisión</li><li>Límites por tenant | Cuotas aplicadas en el borde (rate limit por tenant y por plan) | Test de cuota</li><li>Objetivo de carga Fase 3 | 500 tenants, 200k usuarios activos/mes, 50 req/s sostenidos | Prueba de carga antes de lanzamiento</li></ul>",,1,,Outfit,Outfit,RNF; EP-15,New,
Feature,RNF-12 · Continuidad y recuperación,<ul><li>RPO | ≤ 15 min (Fase 3) | Configuración PITR + evidencia</li><li>RTO | ≤ 4 h (Fase 3) | Simulacro de restauración obligatorio antes del lanzamiento</li><li>Backups | Diarios cifrados + retención 30 días + verificación de integridad | Job + reporte</li><li>Simulacro | ≥ 1 por semestre con acta | EN-1508</li></ul>,,1,,Outfit,Outfit,RNF; EP-15,New,
Feature,RNF-13 · Calidad de IA,"<ul><li>Relevancia de outfits | ≥ 70% aprobados por panel de evaluación | Suite de evaluación (AUT-12)</li><li>Cumplimiento de restricciones | 100% (nunca recomienda algo excluido por el usuario) | Suite de evaluación, gate duro</li><li>Disponibilidad de stock | 100% de SKU recomendados con stock vigente | Test de integración</li><li>Seguridad de contenido | 0 salidas ofensivas o inapropiadas en el conjunto de evaluación | Suite de evaluación</li><li>Latencia p95 del Stylist | ≤ 4 s con respuesta parcial en streaming ≤ 1,5 s | k6 + instrumentación</li><li>Costo por consulta | Dentro del presupuesto del plan del tenant | EN-1606</li><li>Reproducibilidad | Toda salida guarda versión de modelo, prompt y reglas (RN-015) | Test de trazabilidad</li></ul>",,1,,Outfit,Outfit,RNF; EP-15,New,
Feature,RNF-14 · Localización e internacionalización,"<ul><li>Idioma | es-CO primero; arquitectura lista para en y pt | 0 cadenas embebidas en código (lint)</li><li>Unidades | cm/pulgadas y kg/lb configurables por usuario | Test de conversión</li><li>Moneda y formato | Por tenant y por país (COP, EUR, USD) | Test de formato</li><li>Tallas | Sistema de tallas por país (CO/EU/US/UK) declarado por tabla | Modelo de datos</li><li>Zona horaria | Todo en UTC en persistencia; conversión en presentación | Lint + revisión</li></ul>",,1,,Outfit,Outfit,RNF; EP-15,New,
Feature,RNF-15 · Costo (FinOps),"<ul><li>Fase 1 | USD 0/mes de infraestructura | Revisión mensual de facturación</li><li>Costo variable por usuario activo (Fase 3) | Dentro del margen objetivo por plan | EN-1606, tablero FinOps</li><li>Costo de IA por tenant | Cuota + alerta al 80% + corte configurable al 100% | Test de cuota</li><li>Almacenamiento de imágenes | Borrado automático reduce el crecimiento a activos de catálogo | Job de retención</li></ul>",,1,,Outfit,Outfit,RNF; EP-15,New,
