Work Item Type,Title,Description,Acceptance Criteria,Priority,Story Points,Iteration Path,Area Path,Tags,State,Parent
User Story,EN-1203 · Autenticación Firebase hacia API,"<p>Como persona usuaria, quiero usar mi sesión móvil para acceder al backend, para no volver a autenticarme ni exponer credenciales.</p><p>Depende de: EN-1201,EN-1502</p><p>Origen: Backlog_Ejecutable · ID interno: EN-1203</p>","<ol><li>Dado que presento un token vigente, cuando invoco la API, entonces se valida firma, audiencia, expiración y usuario.</li><li>Dado que el token es inválido o expiró, cuando invoco, entonces se responde 401 estandarizado sin ejecutar negocio.</li><li>Dado que el usuario no tiene rol, cuando solicita una operación protegida, entonces se responde 403 y se audita.</li></ol>",1,5,Outfit\Sprint 6,Outfit,EP-15; Fase 2 - AR + backend; Enabler; auth; security,New,
User Story,US-1101 · Acceso administrativo y roles,"<p>Como administrador de tienda, quiero entrar al portal con permisos según mi función, para gestionar solo los recursos autorizados.</p><p>Depende de: EN-1203</p><p>Origen: Backlog_Ejecutable · ID interno: US-1101</p>","<ol><li>Dado que soy administrador válido, cuando inicio sesión, entonces veo el tenant, rol y módulos habilitados.</li><li>Dado que soy editor, cuando intento administrar usuarios o planes, entonces la acción no aparece y la API la rechaza.</li><li>Dado que cierro sesión, cuando finaliza, entonces se invalidan credenciales locales y datos del portal.</li></ol>",1,5,Outfit\Sprint 7,Outfit,EP-11; Fase 2 - AR + backend; Historia,New,
User Story,US-1102 · CRUD de prendas y variantes,"<p>Como gestor de catálogo, quiero crear, editar, duplicar y retirar productos y SKU, para mantener el catálogo sin intervención técnica.</p><p>Depende de: US-1101,EN-1202</p><p>Origen: Backlog_Ejecutable · ID interno: US-1102</p>","<ol><li>Dado que completo datos obligatorios, cuando guardo borrador, entonces se crea sin aparecer al público.</li><li>Dado que agrego variantes, cuando valido, entonces cada SKU es único y combina color, talla, precio y estado.</li><li>Dado que retiro una prenda, cuando confirmo, entonces deja de venderse sin borrar historiales ni analítica.</li></ol>",1,8,Outfit\Sprint 7,Outfit,EP-11; Fase 2 - AR + backend; Historia,New,
User Story,US-1103 · Carga y validación de activos 2D/3D,"<p>Como gestor de catálogo, quiero subir imágenes transparentes y modelos 3D con requisitos claros, para publicar experiencias que rendericen correctamente.</p><p>Depende de: US-1102</p><p>Origen: Backlog_Ejecutable · ID interno: US-1103</p>","<ol><li>Dado que subo un PNG/WebP, cuando se procesa, entonces valida dimensiones, transparencia, peso y genera derivados.</li><li>Dado que subo un glTF/GLB, cuando se analiza, entonces valida estructura, escala, materiales, tamaño y categoría compatible.</li><li>Dado que el activo falla, cuando intento asociarlo, entonces se bloquea publicación y entrega un reporte accionable.</li></ol>",1,8,Outfit\Sprint 7,Outfit,EP-11; Fase 2 - AR + backend; Historia; cloudinary; gltf; assets,New,
User Story,"US-1104 · Tallas, inventario y publicación","<p>Como gestor de catálogo, quiero administrar tablas, existencias y un checklist de publicación, para evitar productos visibles con datos incompletos.</p><p>Depende de: US-1102,EN-0501</p><p>Origen: Backlog_Ejecutable · ID interno: US-1104</p>","<ol><li>Dado que importo una tabla o inventario, cuando se valida, entonces presenta filas aceptadas, rechazadas y causa.</li><li>Dado que una prenda no cumple el checklist, cuando pulso Publicar, entonces se bloquea y lista faltantes.</li><li>Dado que todo es válido, cuando publico, entonces la nueva versión queda disponible con fecha y autor.</li></ol>",1,8,Outfit\Sprint 7,Outfit,EP-11; Fase 2 - AR + backend; Historia,New,
User Story,SP-0606 · Spike de pipeline 3D para prendas,"<p>Como equipo técnico, quiero probar un estándar de activos y rigging para tres categorías, para conocer costo, limitaciones y calidad antes de comprometer AR.</p><p>Depende de: US-1103</p><p>Origen: Backlog_Ejecutable · ID interno: SP-0606</p>","<ol><li>Dado que existen activos de muestra, cuando se ejecuta el spike, entonces renderiza camiseta, pantalón y chaqueta en al menos dos dispositivos.</li><li>Dado que se mide el pipeline, cuando termina, entonces documenta tiempo de preparación, peso, FPS, defectos y propiedad intelectual.</li><li>Dado que se revisan resultados, cuando el comité decide, entonces emite go, pivot o no-go con criterio explícito.</li></ol>",1,8,Outfit\Sprint 8,Outfit,EP-06; Fase 2 - AR + backend; Spike; spike; 3d; gltf,New,
User Story,EN-0607 · Compatibilidad y fallback ARCore,"<p>Como persona usuaria, quiero saber si mi dispositivo soporta la experiencia AR, para no quedar atrapada en un flujo incompatible.</p><p>Depende de: SP-0606</p><p>Origen: Backlog_Ejecutable · ID interno: EN-0607</p>","<ol><li>Dado que abro Probar AR, cuando se verifica el dispositivo, entonces evalúa ARCore, cámara y capacidad requerida antes de descargar activos.</li><li>Dado que no hay soporte, cuando se informa, entonces ofrece probador 2D sin culpar al usuario.</li><li>Dado que Depth no está disponible, cuando inicio AR, entonces la sesión continúa sin oclusión avanzada y lo registra técnicamente.</li></ol>",1,5,Outfit\Sprint 8,Outfit,EP-06; Fase 2 - AR + backend; Enabler; arcore; compatibility,New,
User Story,US-0301 · Avatar 3D paramétrico inicial,"<p>Como persona usuaria, quiero crear una representación 3D a partir de mis medidas manuales, para probar activos sin mostrar siempre mi fotografía.</p><p>Depende de: US-0202,SP-0606</p><p>Origen: Backlog_Ejecutable · ID interno: US-0301</p>","<ol><li>Dado que mis medidas mínimas están completas, cuando creo el avatar, entonces genera proporciones dentro de límites definidos.</li><li>Dado que edito una medida, cuando actualizo, entonces el avatar cambia sin perder looks ni perfil.</li><li>Dado que falta un dato, cuando solicito crear, entonces indica el faltante y no inventa precisión.</li></ol>",1,13,Outfit\Sprint 8,Outfit,EP-03; Fase 2 - AR + backend; Historia,New,
User Story,US-0302 · Vista y edición del avatar,"<p>Como persona usuaria, quiero rotar, acercar y ajustar opciones no biométricas del avatar, para reconocerlo y controlar su presentación.</p><p>Depende de: US-0301</p><p>Origen: Backlog_Ejecutable · ID interno: US-0302</p>","<ol><li>Dado que abro Mi Avatar, cuando uso gestos, entonces puedo rotar, acercar y restablecer la vista.</li><li>Dado que cambio tono o presentación permitida, cuando guardo, entonces se actualiza sin modificar mis medidas.</li><li>Dado que solicito regenerar, cuando confirmo, entonces se conserva la versión anterior hasta que la nueva termine.</li></ol>",2,5,Outfit\Sprint 8,Outfit,EP-03; Fase 2 - AR + backend; Historia,New,
User Story,EN-0608 · Pose en tiempo real para AR,"<p>Como equipo de desarrollo, quiero obtener landmarks estables durante video, para anclar prendas con menos vibración.</p><p>Depende de: EN-0607</p><p>Origen: Backlog_Ejecutable · ID interno: EN-0608</p>","<ol><li>Dado que la persona está completa en cuadro, cuando corre la sesión, entonces entrega landmarks con timestamp y confianza.</li><li>Dado que un punto se pierde temporalmente, cuando continúa, entonces suaviza dentro del umbral y después solicita reposicionarse.</li><li>Dado que la tasa cae bajo el mínimo, cuando se monitorea, entonces reduce carga o degrada a modo compatible.</li></ol>",1,8,Outfit\Sprint 9,Outfit,EP-06; Fase 2 - AR + backend; Enabler; pose; realtime; performance,New,
User Story,US-0609 · Anclaje de prenda 3D al cuerpo,"<p>Como persona usuaria, quiero ver una prenda 3D siguiendo torso o piernas, para evaluar el look en movimiento.</p><p>Depende de: EN-0608,SP-0606</p><p>Origen: Backlog_Ejecutable · ID interno: US-0609</p>","<ol><li>Dado que selecciono un activo compatible, cuando inicio AR, entonces la prenda se ancla a la región corporal definida.</li><li>Dado que cambio de pose dentro de límites, cuando me muevo, entonces el activo sigue sin saltos severos ni rotaciones invertidas.</li><li>Dado que se pierde el cuerpo, cuando continúa la cámara, entonces pausa el activo y ofrece instrucciones para recuperarlo.</li></ol>",1,13,Outfit\Sprint 9,Outfit,EP-06; Fase 2 - AR + backend; Historia,New,
User Story,US-0610 · Controles de sesión AR,"<p>Como persona usuaria, quiero cambiar variante, pausar, capturar y salir con claridad, para controlar la prueba sin gestos ocultos.</p><p>Depende de: US-0609</p><p>Origen: Backlog_Ejecutable · ID interno: US-0610</p>","<ol><li>Dado que la sesión está activa, cuando cambio color o talla, entonces actualiza el activo y conserva posición.</li><li>Dado que capturo, cuando se genera la imagen, entonces incluye etiqueta de simulación y respeta consentimiento.</li><li>Dado que salgo, cuando finaliza, entonces libera cámara y recursos y pregunta si deseo guardar.</li></ol>",2,5,Outfit\Sprint 9,Outfit,EP-06; Fase 2 - AR + backend; Historia,New,
User Story,EN-0611 · Pruebas instrumentadas de cámara y AR,"<p>Como equipo de calidad, quiero ejecutar pruebas en matriz de dispositivos, para detectar incompatibilidades antes del piloto.</p><p>Depende de: US-0609</p><p>Origen: Backlog_Ejecutable · ID interno: EN-0611</p>","<ol><li>Dado que se genera una candidata, cuando corre la suite, entonces prueba permisos, rotación, background, cámara y fallback.</li><li>Dado que un dispositivo falla, cuando se registra, entonces queda evidencia con modelo, SO, paso y artefacto.</li><li>Dado que falla un dispositivo obligatorio, cuando finaliza el gate, entonces no permite promover la versión.</li></ol>",1,8,Outfit\Sprint 9,Outfit,EP-15; Fase 2 - AR + backend; Enabler; device-farm; instrumented-tests,New,
User Story,"EN-0612 · Escala, orientación y suavizado","<p>Como equipo de desarrollo, quiero calibrar transformaciones por categoría de prenda, para mejorar estabilidad sin falsear talla.</p><p>Depende de: US-0609</p><p>Origen: Backlog_Ejecutable · ID interno: EN-0612</p>","<ol><li>Dado que existe un perfil de activo, cuando se renderiza, entonces aplica escala y offsets versionados por categoría.</li><li>Dado que el usuario se mueve normalmente, cuando se actualiza, entonces mantiene el jitter dentro del umbral del benchmark.</li><li>Dado que el activo no tiene perfil, cuando se intenta usar, entonces se bloquea publicación AR y permite solo 2D.</li></ol>",1,8,Outfit\Sprint 10,Outfit,EP-06; Fase 2 - AR + backend; Enabler,New,
User Story,EN-0613 · Oclusión con Depth y degradación,"<p>Como equipo de desarrollo, quiero usar profundidad cuando esté disponible, para hacer la superposición más creíble sin excluir equipos.</p><p>Depende de: EN-0612,EN-0607</p><p>Origen: Backlog_Ejecutable · ID interno: EN-0613</p>","<ol><li>Dado que Depth está soportado, cuando se habilita, entonces objetos y partes del cuerpo pueden ocluir el activo según mapa de profundidad.</li><li>Dado que Depth está deshabilitado o no soportado, cuando inicio AR, entonces usa modo alterno documentado.</li><li>Dado que Depth reduce FPS bajo el umbral, cuando se detecta, entonces se desactiva y notifica solo en diagnóstico.</li></ol>",2,8,Outfit\Sprint 10,Outfit,EP-06; Fase 2 - AR + backend; Enabler,New,
User Story,"US-0614 · Comparar 2D, AR y producto","<p>Como persona usuaria, quiero alternar entre modos y detalle sin perder mi selección, para evaluar la prenda con el método que funcione mejor.</p><p>Depende de: US-0603,US-0610</p><p>Origen: Backlog_Ejecutable · ID interno: US-0614</p>","<ol><li>Dado que estoy en una prueba, cuando cambio 2D/AR, entonces conserva producto, color y talla.</li><li>Dado que el modo elegido no es compatible, cuando intento entrar, entonces explica el motivo y mantiene el modo actual.</li><li>Dado que abro el detalle, cuando regreso, entonces la sesión se restaura si todavía es segura.</li></ol>",2,5,Outfit\Sprint 10,Outfit,EP-06; Fase 2 - AR + backend; Historia,New,
User Story,EN-1504 · Presupuestos de rendimiento AR,"<p>Como equipo de calidad, quiero medir FPS, memoria, temperatura y tiempo de carga, para evitar una experiencia que se vea bien solo en el teléfono del desarrollador.</p><p>Depende de: EN-0611</p><p>Origen: Backlog_Ejecutable · ID interno: EN-1504</p>","<ol><li>Dado que corre el benchmark, cuando se completa, entonces reporta métricas por dispositivo y categoría.</li><li>Dado que supera memoria o temperatura, cuando se evalúa, entonces la función queda bloqueada o degradada.</li><li>Dado que una regresión excede tolerancia, cuando corre CI de rendimiento, entonces el release no se promueve sin excepción aprobada.</li></ol>",1,5,Outfit\Sprint 10,Outfit,EP-15; Fase 2 - AR + backend; Enabler; performance; benchmark,New,
User Story,US-0303 · Calibración del avatar,"<p>Como persona usuaria, quiero calibrar altura y una medida de referencia antes de estimar otras, para mejorar la consistencia del avatar.</p><p>Depende de: US-0301,EN-0608</p><p>Origen: Backlog_Ejecutable · ID interno: US-0303</p>","<ol><li>Dado que inicio calibración, cuando sigo las instrucciones, entonces la app valida distancia, cuerpo completo y referencia.</li><li>Dado que la calibración no es confiable, cuando termina el análisis, entonces no reemplaza medidas y solicita repetir.</li><li>Dado que acepto el resultado, cuando guardo, entonces registra método, confianza, versión y fecha.</li></ol>",1,8,Outfit\Sprint 11,Outfit,EP-03; Fase 2 - AR + backend; Historia,New,
User Story,SP-0304 · Estimación automática de medidas beta,"<p>Como equipo de investigación, quiero comparar medidas estimadas por cámara contra medidas de referencia, para saber si la función puede avanzar sin dañar la confianza.</p><p>Depende de: US-0303,EN-1501</p><p>Origen: Backlog_Ejecutable · ID interno: SP-0304</p>","<ol><li>Dado que existe un protocolo y muestra diversa aprobada, cuando se ejecuta el estudio, entonces calcula error por medida, cuerpo, dispositivo y condición.</li><li>Dado que una medida no cumple el umbral, cuando se analiza, entonces no se publica como automática y se documenta el sesgo.</li><li>Dado que cumple, cuando se propone beta, entonces muestra confianza, permite corrección y exige consentimiento específico.</li></ol>",1,13,Outfit\Sprint 11,Outfit,EP-03; Fase 2 - AR + backend; Spike; spike; measurement; bias,New,
User Story,US-0305 · Revisar y corregir medidas estimadas,"<p>Como persona usuaria, quiero comparar estimaciones con mis valores y corregirlas, para mantener control sobre mi perfil corporal.</p><p>Depende de: SP-0304</p><p>Origen: Backlog_Ejecutable · ID interno: US-0305</p>","<ol><li>Dado que hay estimaciones, cuando abro la revisión, entonces cada valor muestra confianza y diferencia frente al manual.</li><li>Dado que modifico un valor, cuando confirmo, entonces el manual prevalece y queda trazabilidad del origen.</li><li>Dado que rechazo todas, cuando finalizo, entonces se descartan estimaciones y no afectan recomendaciones.</li></ol>",1,5,Outfit\Sprint 11,Outfit,EP-03; Fase 2 - AR + backend; Historia,New,
User Story,EN-1505 · Retención y borrado de imágenes de captura,"<p>Como responsable de privacidad, quiero aplicar reglas automáticas de conservación, para no almacenar material corporal más tiempo del necesario.</p><p>Depende de: EN-1501,US-0605</p><p>Origen: Backlog_Ejecutable · ID interno: EN-1505</p>","<ol><li>Dado que una imagen es temporal, cuando vence su propósito, entonces se elimina del almacenamiento y derivados según política.</li><li>Dado que un usuario solicita borrar, cuando se procesa, entonces elimina originales, derivados y referencias salvo excepción legal documentada.</li><li>Dado que corre auditoría, cuando se revisan objetos, entonces detecta huérfanos o vencidos y genera alerta.</li></ol>",1,8,Outfit\Sprint 11,Outfit,EP-15; Fase 2 - AR + backend; Enabler; privacy; retention,New,
User Story,US-0901 · Carrito desde el look,"<p>Como persona usuaria, quiero agregar una o varias prendas de un look al carrito, para pasar de inspiración a intención de compra.</p><p>Depende de: US-0404,US-0605</p><p>Origen: Backlog_Ejecutable · ID interno: US-0901</p>","<ol><li>Dado que una variante tiene stock, cuando agrego, entonces el carrito conserva SKU, tienda, cantidad y precio vigente.</li><li>Dado que agrego un outfit, cuando selecciono prendas, entonces solo se incluyen las elegidas y se informa cualquier agotada.</li><li>Dado que cambia precio o stock, cuando abro el carrito, entonces se actualiza y solicita confirmación.</li></ol>",1,5,Outfit\Sprint 12,Outfit,EP-09; Fase 2 - AR + backend; Historia,New,
User Story,US-0902 · Reserva de prenda en tienda,"<p>Como persona usuaria, quiero reservar una variante por tiempo limitado, para probarla físicamente antes de pagar.</p><p>Depende de: US-0901</p><p>Origen: Backlog_Ejecutable · ID interno: US-0902</p>","<ol><li>Dado que la tienda admite reservas, cuando confirmo, entonces se crea con código, vencimiento y condiciones.</li><li>Dado que el stock cambió, cuando intento reservar, entonces no crea sobreventa y propone alternativas.</li><li>Dado que vence o cancelo, cuando se procesa, entonces libera la reserva de forma idempotente.</li></ol>",2,8,Outfit\Sprint 12,Outfit,EP-09; Fase 2 - AR + backend; Historia,New,
User Story,"US-0903 · Tienda, ruta y disponibilidad","<p>Como persona usuaria, quiero elegir una tienda por distancia, horario y stock, para completar la compra en el lugar adecuado.</p><p>Depende de: US-0404</p><p>Origen: Backlog_Ejecutable · ID interno: US-0903</p>","<ol><li>Dado que autoricé ubicación, cuando consulto tiendas, entonces ordena por distancia y muestra horario y disponibilidad.</li><li>Dado que no autorizo ubicación, cuando consulto, entonces puedo buscar por ciudad o dirección.</li><li>Dado que una tienda está cerrada, cuando la selecciono, entonces muestra siguiente apertura antes de reservar.</li></ol>",2,5,Outfit\Sprint 12,Outfit,EP-09; Fase 2 - AR + backend; Historia,New,
User Story,US-0904 · Deep link y handoff de checkout,"<p>Como persona usuaria, quiero continuar en web o app del comercio con mi selección, para cerrar la compra en el canal disponible.</p><p>Depende de: US-0901</p><p>Origen: Backlog_Ejecutable · ID interno: US-0904</p>","<ol><li>Dado que pulso Comprar, cuando existe integración, entonces abre el destino con SKU y campaña permitidos sin enviar medidas.</li><li>Dado que la app del comercio no está instalada, cuando continúo, entonces abre web segura o muestra alternativa.</li><li>Dado que regreso, cuando VístIA recibe estado, entonces actualiza la intención sin asumir compra no confirmada.</li></ol>",1,8,Outfit\Sprint 12,Outfit,EP-09; Fase 2 - AR + backend; Historia,New,
User Story,EN-0007 · Feature flags y despliegue progresivo,"<p>Como equipo de producto, quiero activar funciones por cohorte, tienda y dispositivo, para reducir el riesgo del piloto.</p><p>Depende de: EN-1601</p><p>Origen: Backlog_Ejecutable · ID interno: EN-0007</p>","<ol><li>Dado que una función está apagada, cuando la app consulta configuración, entonces no la muestra ni ejecuta.</li><li>Dado que se activa para una cohorte, cuando el usuario cumple reglas, entonces la recibe sin nueva publicación cuando sea seguro.</li><li>Dado que aparece un incidente, cuando se ejecuta kill switch, entonces se desactiva y queda auditoría.</li></ol>",1,5,Outfit\Sprint 13,Outfit,EP-00; Fase 2 - AR + backend; Enabler; feature-flags; release,New,
User Story,"EN-1506 · SLO, alertas y tableros operativos","<p>Como equipo de operación, quiero vigilar disponibilidad, latencia, errores, crash-free y costo, para detectar degradación antes que la tienda.</p><p>Depende de: EN-1201,EN-1601</p><p>Origen: Backlog_Ejecutable · ID interno: EN-1506</p>","<ol><li>Dado que una métrica supera umbral, cuando se evalúa la ventana, entonces genera alerta con servicio, severidad y runbook.</li><li>Dado que se abre el tablero, cuando se filtra por versión o tenant, entonces muestra tendencia y correlación de errores.</li><li>Dado que un evento contiene dato sensible, cuando se procesa logging, entonces se redacta o rechaza.</li></ol>",1,8,Outfit\Sprint 13,Outfit,EP-15; Fase 2 - AR + backend; Enabler; observability; slo,New,
User Story,US-1001 · Feedback contextual del piloto,"<p>Como persona usuaria piloto, quiero calificar talla, visualización y utilidad en pocos toques, para mejorar el producto con evidencia.</p><p>Depende de: US-0503,US-0605</p><p>Origen: Backlog_Ejecutable · ID interno: US-1001</p>","<ol><li>Dado que termino una recomendación o prueba, cuando aparece la solicitud, entonces puedo calificar o cerrarla sin bloquear.</li><li>Dado que reporto un problema, cuando envío, entonces se asocia a versión, producto y modo sin adjuntar foto por defecto.</li><li>Dado que ya respondí, cuando repito el flujo, entonces no me pregunta con frecuencia excesiva.</li></ol>",2,5,Outfit\Sprint 13,Outfit,EP-10; Fase 2 - AR + backend; Historia,New,
User Story,EN-1602 · Operación del piloto en tienda,"<p>Como equipo de soporte, quiero contar con checklist, canales, rollback y guías de incidente, para resolver problemas sin improvisar.</p><p>Depende de: EN-0007,EN-1506</p><p>Origen: Backlog_Ejecutable · ID interno: EN-1602</p>","<ol><li>Dado que inicia el piloto, cuando se revisa readiness, entonces todos los responsables, accesos, datos y métricas están en verde.</li><li>Dado que ocurre severidad alta, cuando se activa runbook, entonces define contención, comunicación, rollback y evidencia.</li><li>Dado que finaliza la ventana, cuando se hace retrospectiva, entonces registra resultados, defectos, decisiones y siguiente gate.</li></ol>",1,5,Outfit\Sprint 13,Outfit,EP-16; Fase 2 - AR + backend; Enabler,New,
User Story,US-1002 · Preferencias de notificaciones,"<p>Como persona usuaria, quiero elegir qué alertas deseo y por qué canal, para recibir información útil sin saturación.</p><p>Depende de: US-0105</p><p>Origen: Backlog_Ejecutable · ID interno: US-1002</p>","<ol><li>Dado que no he autorizado notificaciones, cuando una función quiere enviarlas, entonces solicita permiso en contexto y permite rechazar.</li><li>Dado que abro preferencias, cuando cambio categorías, entonces se guardan por alertas de stock, precio, pedidos y estilo.</li><li>Dado que desactivo todas, cuando confirmo, entonces no se envían comunicaciones promocionales.</li></ol>",1,5,Outfit\Sprint 13,Outfit,EP-10; Fase 2 - AR + backend; Historia,New,
User Story,US-0701 · IA Stylist conversacional,"<p>Como persona usuaria, quiero pedir orientación de estilo en lenguaje natural, para recibir ayuda sin conocer filtros técnicos.</p><p>Depende de: US-0204,US-0404</p><p>Origen: Backlog_Ejecutable · ID interno: US-0701</p>","<ol><li>Dado que pregunto por un look, cuando envío la consulta, entonces el asistente responde en español claro y conserva contexto de la sesión.</li><li>Dado que mi pregunta requiere datos no disponibles, cuando responde, entonces declara la limitación y pregunta solo lo necesario.</li><li>Dado que solicito consejo sensible o discriminatorio, cuando se procesa, entonces evita juicios sobre el cuerpo y ofrece una respuesta respetuosa.</li></ol>",1,8,Outfit\Sprint 14,Outfit,EP-07; Fase 3 - SaaS + IA; Historia,New,
User Story,"US-0702 · Contexto de ocasión, clima y presupuesto","<p>Como persona usuaria, quiero indicar ocasión, formalidad, clima y presupuesto, para obtener outfits utilizables hoy.</p><p>Depende de: US-0701</p><p>Origen: Backlog_Ejecutable · ID interno: US-0702</p>","<ol><li>Dado que inicio una recomendación, cuando selecciono contexto, entonces la IA usa los valores confirmados y muestra cuáles aplicó.</li><li>Dado que no hay dato de clima, cuando continúo, entonces me pregunta o usa una opción neutral sin inventarlo.</li><li>Dado que fijo presupuesto, cuando genera outfits, entonces la suma de prendas no lo supera salvo alternativa explícita.</li></ol>",1,5,Outfit\Sprint 14,Outfit,EP-07; Fase 3 - SaaS + IA; Historia,New,
User Story,US-0703 · Outfits combinados con stock real,"<p>Como persona usuaria, quiero recibir conjuntos completos disponibles en una tienda o canal, para evitar recomendaciones imposibles de comprar.</p><p>Depende de: US-0702,US-0404</p><p>Origen: Backlog_Ejecutable · ID interno: US-0703</p>","<ol><li>Dado que existe contexto y stock, cuando genero, entonces cada outfit contiene prendas compatibles y variantes disponibles.</li><li>Dado que una prenda se agota, cuando abro el outfit, entonces se marca y se propone reemplazo similar.</li><li>Dado que no existe un conjunto completo, cuando responde, entonces muestra el mejor parcial y explica qué falta.</li></ol>",1,8,Outfit\Sprint 14,Outfit,EP-07; Fase 3 - SaaS + IA; Historia,New,
User Story,"US-0704 · Guardar, nombrar y reutilizar outfits","<p>Como persona usuaria, quiero guardar un outfit y usarlo como referencia futura, para construir un historial de estilo propio.</p><p>Depende de: US-0703,US-0801</p><p>Origen: Backlog_Ejecutable · ID interno: US-0704</p>","<ol><li>Dado que veo un outfit, cuando lo guardo, entonces puedo nombrarlo y asociar ocasión.</li><li>Dado que una prenda cambia, cuando reabro, entonces veo su estado y alternativas sin modificar el original automáticamente.</li><li>Dado que duplico un outfit, cuando edito la copia, entonces el original permanece intacto.</li></ol>",2,5,Outfit\Sprint 14,Outfit,EP-08; Fase 3 - SaaS + IA; Historia,New,
User Story,US-1003 · Alerta de stock o precio,"<p>Como persona usuaria, quiero pedir aviso cuando vuelva una variante o cambie su precio, para actuar en el momento oportuno.</p><p>Depende de: US-0404,US-1002</p><p>Origen: Backlog_Ejecutable · ID interno: US-1003</p>","<ol><li>Dado que una variante no tiene stock o supera mi precio, cuando creo alerta, entonces guarda SKU, tienda, condición y vigencia.</li><li>Dado que la condición se cumple, cuando se procesa, entonces envía una sola alerta con deep link y stock revalidado.</li><li>Dado que la alerta vence o elimino, cuando se procesa, entonces deja de evaluarse.</li></ol>",2,5,Outfit\Sprint 14,Outfit,EP-10; Fase 3 - SaaS + IA; Historia,New,
User Story,EN-0705 · Servicio de recomendación desacoplado,"<p>Como equipo de IA, quiero encapsular proveedores, prompts, reglas y evaluación, para cambiar modelos sin impactar la app.</p><p>Depende de: US-0703</p><p>Origen: Backlog_Ejecutable · ID interno: EN-0705</p>","<ol><li>Dado que la app solicita recomendación, cuando invoca el gateway, entonces usa un contrato estable y no conoce al proveedor.</li><li>Dado que el proveedor falla o excede tiempo, cuando se activa fallback, entonces responde con reglas locales o mensaje controlado.</li><li>Dado que cambia modelo o prompt, cuando se despliega, entonces queda versión y resultado de evaluación asociados.</li></ol>",1,8,Outfit\Sprint 15,Outfit,EP-07; Fase 3 - SaaS + IA; Enabler; ai-gateway; llm; evaluation,New,
User Story,US-0706 · Feedback explícito sobre recomendaciones,"<p>Como persona usuaria, quiero indicar me gusta, no me gusta y motivo opcional, para hacer más útiles futuras sugerencias.</p><p>Depende de: US-0703,US-0105</p><p>Origen: Backlog_Ejecutable · ID interno: US-0706</p>","<ol><li>Dado que recibo una prenda u outfit, cuando califico, entonces el estado cambia una sola vez y puedo corregirlo.</li><li>Dado que doy motivo, cuando envío, entonces se guarda en categorías y texto opcional moderado.</li><li>Dado que no deseo personalización, cuando desactivo aprendizaje, entonces mi feedback deja de usarse para perfilado futuro.</li></ol>",2,3,Outfit\Sprint 15,Outfit,EP-07; Fase 3 - SaaS + IA; Historia,New,
User Story,EN-0707 · Ranking híbrido talla-estilo-stock-negocio,"<p>Como equipo de IA, quiero ordenar candidatos con reglas y señales explicables, para equilibrar relevancia y disponibilidad sin ocultar criterios comerciales.</p><p>Depende de: EN-0705,US-0706</p><p>Origen: Backlog_Ejecutable · ID interno: EN-0707</p>","<ol><li>Dado que existe un conjunto candidato, cuando se rankea, entonces excluye incompatibles y puntúa ajuste, estilo, stock, precio y contexto.</li><li>Dado que una regla comercial altera el orden, cuando se muestra, entonces no supera restricciones del usuario y queda identificada como patrocinada si aplica.</li><li>Dado que se reproduce una recomendación, cuando se usa la misma versión y entrada, entonces entrega resultado auditable dentro de tolerancias.</li></ol>",1,13,Outfit\Sprint 15,Outfit,EP-07; Fase 3 - SaaS + IA; Enabler; ranking; recommender; explainability,New,
User Story,EN-1301 · Experimentos A/B con guardrails,"<p>Como Product Owner, quiero comparar variantes de ranking o experiencia, para mejorar con evidencia sin dañar métricas críticas.</p><p>Depende de: EN-0007,EN-0707</p><p>Origen: Backlog_Ejecutable · ID interno: EN-1301</p>","<ol><li>Dado que creo un experimento, cuando lo configuro, entonces define hipótesis, población, métrica primaria, guardrails y duración.</li><li>Dado que se asigna un usuario, cuando participa, entonces mantiene variante estable y respeta consentimiento.</li><li>Dado que un guardrail empeora, cuando se monitorea, entonces detiene automáticamente o alerta según regla.</li></ol>",2,8,Outfit\Sprint 15,Outfit,EP-13; Fase 3 - SaaS + IA; Enabler; experimentation; analytics,New,
User Story,US-1004 · Resumen de estilo con control de frecuencia,"<p>Como persona usuaria, quiero recibir un resumen opcional de outfits y novedades relevantes, para volver por valor y no por ruido.</p><p>Depende de: US-0703,US-1002</p><p>Origen: Backlog_Ejecutable · ID interno: US-1004</p>","<ol><li>Dado que acepté resúmenes, cuando llega la frecuencia elegida, entonces incluye recomendaciones disponibles y opción de pausar.</li><li>Dado que no hay contenido relevante, cuando corre el envío, entonces no envía una notificación vacía.</li><li>Dado que ignoro varios resúmenes, cuando se evalúa fatiga, entonces reduce frecuencia o solicita preferencia.</li></ol>",3,5,Outfit\Sprint 15,Outfit,EP-10; Fase 3 - SaaS + IA; Historia,New,
User Story,US-0905 · Pago integrado,"<p>Como persona compradora, quiero pagar el carrito con un proveedor seguro, para completar la compra sin abandonar el flujo.</p><p>Depende de: US-0901,EN-1201</p><p>Origen: Backlog_Ejecutable · ID interno: US-0905</p>","<ol><li>Dado que el carrito está vigente, cuando inicio pago, entonces se crea una intención idempotente con monto y moneda correctos.</li><li>Dado que el pago es aprobado, cuando regresa el proveedor, entonces se crea una orden única y muestra confirmación.</li><li>Dado que falla o cancelo, cuando regreso, entonces no duplica cobro ni orden y permite reintentar.</li></ol>",2,13,Outfit\Sprint 16,Outfit,EP-09; Fase 3 - SaaS + IA; Historia; payments; mercadopago,New,
